pickup,dropoff,passengers,distance,fare,tip,tolls,total,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-03 10:54:05,2019-03-03 11:00:06,1,1.85,7.5,2.16,0.0,12.96,credit card,Flatiron,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-21 16:13:32,2019-03-21 16:27:45,1,1.22,10.0,2.86,0.0,17.16,credit card,Flatiron,Clinton East,Manhattan,Manhattan
2019-03-15 06:38:06,2019-03-15 06:52:26,1,5.35,17.5,4.16,0.0,24.96,credit card,Stuy Town/Peter Cooper Village,Greenwich Village South,Manhattan,Manhattan
2019-03-17 23:01:06,2019-03-17 23:15:17,1,4.65,16.0,2.0,0.0,21.8,credit card,Times Sq/Theatre District,Battery Park City,Manhattan,Manhattan
2019-03-28 00:29:55,2019-03-28 00:36:43,1,2.34,8.5,3.69,0.0,15.99,credit card,Times Sq/Theatre District,Flatiron,Manhattan,Manhattan
2019-03-28 16:52:54,2019-03-28 17:02:50,2,1.38,8.0,0.0,0.0,9.8,cash,Midtown East,Upper East Side North,Manhattan,Manhattan
2019-03-28 08:22:49,2019-03-28 08:44:23,1,1.88,14.0,0.0,0.0,17.3,cash,Murray Hill,Midtown East,Manhattan,Manhattan
2019-03-28 15:34:33,2019-03-28 16:03:56,1,6.34,24.5,5.56,0.0,33.36,credit card,UN/Turtle Bay South,Battery Park City,Manhattan,Manhattan
2019-03-24 23:59:43,2019-03-25 00:02:15,2,0.5,4.0,0.0,0.0,7.8,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
2019-03-26 17:10:08,2019-03-26 17:12:09,2,0.66,4.0,0.0,0.0,8.3,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-28 23:04:35,2019-03-28 23:08:44,1,0.7,5.0,1.76,0.0,10.56,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
2019-03-31 22:34:06,2019-03-31 22:43:58,1,3.03,11.0,2.96,0.0,17.76,credit card,West Chelsea/Hudson Yards,Upper West Side North,Manhattan,Manhattan
2019-03-23 23:41:50,2019-03-24 00:06:31,1,5.54,20.0,4.76,0.0,28.56,credit card,TriBeCa/Civic Center,Upper East Side North,Manhattan,Manhattan
2019-03-02 22:37:57,2019-03-02 22:57:29,1,2.8,13.5,0.0,0.0,17.3,cash,Clinton East,East Village,Manhattan,Manhattan
2019-03-02 16:32:19,2019-03-02 16:50:06,1,3.43,14.5,0.0,0.0,17.8,cash,Times Sq/Theatre District,Yorkville East,Manhattan,Manhattan
2019-03-24 22:14:03,2019-03-24 22:31:30,1,4.0,15.0,0.0,0.0,18.8,cash,Chinatown,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-31 13:17:01,2019-03-31 14:06:39,2,18.9,52.0,12.25,6.12,73.67,credit card,JFK Airport,Lenox Hill West,Queens,Manhattan
2019-03-25 09:10:46,2019-03-25 09:15:55,5,0.76,5.5,1.76,0.0,10.56,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
2019-03-11 19:36:04,2019-03-11 19:54:10,1,7.1,22.5,4.02,0.0,30.82,credit card,Midtown East,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-23 10:02:24,2019-03-23 10:05:24,1,0.99,5.0,0.0,0.0,8.3,cash,TriBeCa/Civic Center,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-26 22:35:29,2019-03-26 22:38:28,1,0.7,4.5,2.45,0.0,10.75,credit card,Sutton Place/Turtle Bay North,Upper East Side South,Manhattan,Manhattan
2019-03-03 10:02:56,2019-03-03 10:09:04,2,0.9,6.0,1.85,0.0,11.15,credit card,Upper East Side North,Yorkville East,Manhattan,Manhattan
2019-03-10 04:17:25,2019-03-10 04:28:41,1,2.2,10.0,10.0,0.0,23.8,credit card,East Chelsea,Murray Hill,Manhattan,Manhattan
2019-03-27 16:58:40,2019-03-27 17:18:02,1,1.6,12.5,3.36,0.0,20.16,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
2019-03-27 16:30:33,2019-03-27 16:56:40,1,8.6,26.5,7.31,5.76,43.87,credit card,LaGuardia Airport,Upper East Side North,Queens,Manhattan
2019-03-22 22:19:41,2019-03-22 22:51:50,1,2.0,19.0,4.55,0.0,27.35,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
2019-03-24 14:41:46,2019-03-24 14:47:27,1,0.7,5.5,0.0,0.0,8.8,cash,Union Sq,Greenwich Village North,Manhattan,Manhattan
2019-03-23 23:35:32,2019-03-23 23:55:08,6,2.75,14.5,1.0,0.0,19.3,credit card,Times Sq/Theatre District,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-02 13:35:14,2019-03-02 13:45:58,6,1.85,9.0,0.0,0.0,12.3,cash,Sutton Place/Turtle Bay North,Midtown South,Manhattan,Manhattan
2019-03-28 07:00:50,2019-03-28 07:10:09,1,2.33,9.0,2.46,0.0,14.76,credit card,Sutton Place/Turtle Bay North,Union Sq,Manhattan,Manhattan
2019-03-30 03:47:41,2019-03-30 04:00:32,1,4.16,14.5,3.66,0.0,21.96,credit card,Garment District,Battery Park City,Manhattan,Manhattan
2019-03-03 02:41:16,2019-03-03 03:00:11,2,5.3,18.0,4.35,0.0,26.15,credit card,Greenwich Village South,Long Island City/Hunters Point,Manhattan,Queens
2019-03-27 11:31:39,2019-03-27 11:42:48,1,1.29,8.5,5.0,0.0,16.8,credit card,Murray Hill,Midtown North,Manhattan,Manhattan
2019-03-05 19:17:58,2019-03-05 19:44:41,1,3.43,17.5,4.36,0.0,26.16,credit card,Upper East Side North,Union Sq,Manhattan,Manhattan
2019-03-01 19:54:25,2019-03-01 20:00:59,4,1.35,7.0,0.0,0.0,8.8,cash,Manhattan Valley,Manhattanville,Manhattan,Manhattan
2019-03-23 10:02:36,2019-03-23 10:08:50,5,1.55,7.0,0.0,0.0,10.3,cash,Upper West Side South,Manhattan Valley,Manhattan,Manhattan
2019-03-29 21:53:15,2019-03-29 22:05:39,1,1.54,9.5,0.0,0.0,13.3,cash,Midtown North,East Village,Manhattan,Manhattan
2019-03-10 13:18:58,2019-03-10 13:26:43,1,1.24,7.5,2.7,0.0,13.5,credit card,Central Park,Upper East Side South,Manhattan,Manhattan
2019-03-12 20:56:33,2019-03-12 21:02:29,2,0.9,6.0,1.96,0.0,11.76,credit card,Union Sq,East Village,Manhattan,Manhattan
2019-03-20 09:28:41,2019-03-20 09:34:18,1,0.7,5.5,1.76,0.0,10.56,credit card,Flatiron,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-26 21:30:06,2019-03-26 21:46:05,2,3.4,13.5,3.45,0.0,20.75,credit card,Flatiron,Lincoln Square East,Manhattan,Manhattan
2019-03-27 14:24:04,2019-03-27 14:32:34,1,1.07,7.0,2.06,0.0,12.36,credit card,Midtown North,Lincoln Square West,Manhattan,Manhattan
2019-03-11 20:49:13,2019-03-11 20:54:53,1,0.7,5.5,1.85,0.0,11.15,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-05 10:43:04,2019-03-05 10:48:18,1,0.67,5.5,1.0,0.0,9.8,credit card,Yorkville East,Upper East Side North,Manhattan,Manhattan
2019-03-15 07:57:04,2019-03-15 08:17:36,1,3.95,16.5,1.98,0.0,23.73,credit card,Central Harlem,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-26 18:25:57,2019-03-26 19:03:16,5,4.84,25.0,5.86,0.0,35.16,credit card,Flatiron,Yorkville East,Manhattan,Manhattan
2019-03-31 02:07:46,2019-03-31 02:14:44,1,0.93,6.5,1.0,0.0,11.3,credit card,Lower East Side,SoHo,Manhattan,Manhattan
2019-03-22 14:09:47,2019-03-22 15:01:24,1,17.08,52.0,12.21,5.76,73.27,credit card,JFK Airport,Penn Station/Madison Sq West,Queens,Manhattan
2019-03-11 06:10:54,2019-03-11 06:36:48,1,16.6,63.0,15.0,16.5,94.8,credit card,,Newark Airport,,EWR
2019-03-27 09:31:41,2019-03-27 09:38:56,1,1.99,8.5,0.0,0.0,11.8,cash,Downtown Brooklyn/MetroTech,Financial District North,Brooklyn,Manhattan
2019-03-04 19:10:36,2019-03-04 19:24:32,1,4.61,15.5,3.96,0.0,23.76,credit card,Clinton East,Battery Park City,Manhattan,Manhattan
2019-03-30 16:40:38,2019-03-30 16:48:58,1,1.17,7.0,2.06,0.0,12.36,credit card,Garment District,Flatiron,Manhattan,Manhattan
2019-03-22 12:11:04,2019-03-22 12:26:18,1,2.02,12.0,3.06,0.0,18.36,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-11 07:38:19,2019-03-11 07:44:19,1,1.29,6.5,1.96,0.0,11.76,credit card,Upper West Side South,Clinton West,Manhattan,Manhattan
2019-03-29 19:46:29,2019-03-29 19:58:41,1,1.47,9.0,2.66,0.0,15.96,credit card,Midtown South,Greenwich Village South,Manhattan,Manhattan
2019-03-21 20:00:41,2019-03-21 20:12:07,5,1.32,8.5,1.0,0.0,13.3,credit card,West Village,East Village,Manhattan,Manhattan
2019-03-13 20:01:32,2019-03-13 20:17:15,1,2.19,11.5,3.06,0.0,18.36,credit card,Upper West Side South,Clinton East,Manhattan,Manhattan
2019-03-03 11:44:57,2019-03-03 11:56:10,5,1.54,8.5,3.0,0.0,14.8,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-22 02:14:10,2019-03-22 02:20:56,3,2.0,7.5,2.26,0.0,13.56,credit card,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan
2019-03-18 18:43:08,2019-03-18 18:58:16,1,1.27,10.0,2.86,0.0,17.16,credit card,Kips Bay,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-16 14:57:19,2019-03-16 15:02:34,1,0.91,5.5,1.76,0.0,10.56,credit card,TriBeCa/Civic Center,West Village,Manhattan,Manhattan
2019-03-01 10:36:35,2019-03-01 10:52:08,1,2.4,11.5,2.95,0.0,17.75,credit card,Upper East Side South,East Chelsea,Manhattan,Manhattan
2019-03-12 22:22:44,2019-03-12 22:33:27,1,2.66,10.5,3.58,0.0,17.88,credit card,Central Park,Lincoln Square West,Manhattan,Manhattan
2019-03-02 16:56:48,2019-03-02 17:33:03,4,4.11,23.5,0.0,0.0,26.8,cash,Little Italy/NoLiTa,Midtown North,Manhattan,Manhattan
2019-03-03 02:59:21,2019-03-03 03:06:57,1,1.4,7.0,0.0,0.0,10.8,,Greenwich Village South,Gramercy,Manhattan,Manhattan
2019-03-17 16:11:29,2019-03-17 16:21:39,1,0.97,7.5,0.0,0.0,10.8,cash,Midtown North,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-19 23:16:41,2019-03-19 23:28:00,1,2.09,10.0,2.76,0.0,16.56,credit card,Lenox Hill East,Central Park,Manhattan,Manhattan
2019-03-18 13:35:25,2019-03-18 13:42:10,1,0.88,6.0,1.86,0.0,11.16,credit card,Midtown North,Midtown South,Manhattan,Manhattan
2019-03-30 16:00:26,2019-03-30 16:55:34,1,20.2,52.0,12.2,5.76,73.26,credit card,JFK Airport,Hudson Sq,Queens,Manhattan
2019-03-03 17:17:19,2019-03-03 17:46:36,5,10.22,31.0,8.01,5.76,48.07,credit card,LaGuardia Airport,Meatpacking/West Village West,Queens,Manhattan
2019-03-31 01:04:20,2019-03-31 01:10:37,1,1.61,7.0,0.1,0.0,10.9,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-03 06:34:31,2019-03-03 06:39:17,5,1.75,7.0,2.06,0.0,12.36,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan
2019-03-13 14:53:02,2019-03-13 15:06:36,5,2.08,10.5,3.45,0.0,17.25,credit card,Yorkville West,Upper West Side North,Manhattan,Manhattan
2019-03-10 05:17:13,2019-03-10 05:24:27,1,1.04,7.0,0.0,0.0,10.8,cash,Hudson Sq,Lower East Side,Manhattan,Manhattan
2019-03-31 23:53:39,2019-04-01 00:10:17,1,5.2,17.5,4.25,0.0,25.55,credit card,East Chelsea,Sunnyside,Manhattan,Queens
2019-03-29 05:57:58,2019-03-29 06:03:09,1,1.8,7.0,1.54,0.0,11.84,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan
2019-03-12 09:23:38,2019-03-12 09:27:53,1,0.61,4.5,1.56,0.0,9.36,credit card,Murray Hill,Kips Bay,Manhattan,Manhattan
2019-03-09 14:35:47,2019-03-09 14:45:49,3,0.97,8.0,0.0,0.0,11.3,cash,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-09 15:31:56,2019-03-09 16:37:22,2,13.0,49.0,0.0,0.0,49.8,cash,LaGuardia Airport,Flatbush/Ditmas Park,Queens,Brooklyn
2019-03-30 23:30:29,2019-03-30 23:39:09,2,2.02,9.0,2.0,0.0,14.8,credit card,Midtown Center,Upper West Side South,Manhattan,Manhattan
2019-03-28 18:53:47,2019-03-28 19:03:39,1,1.43,8.0,2.46,0.0,14.76,credit card,Union Sq,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-16 03:25:34,2019-03-16 03:37:59,1,2.5,11.0,1.0,0.0,15.8,credit card,West Chelsea/Hudson Yards,Greenwich Village South,Manhattan,Manhattan
2019-03-15 21:12:54,2019-03-15 21:16:37,1,0.37,4.5,1.66,0.0,9.96,credit card,Yorkville West,Lenox Hill East,Manhattan,Manhattan
2019-03-17 08:40:42,2019-03-17 08:48:28,1,1.44,7.5,2.16,0.0,12.96,credit card,Flatiron,Clinton East,Manhattan,Manhattan
2019-03-22 07:22:12,2019-03-22 07:28:07,1,1.05,6.0,1.0,0.0,10.3,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-04 20:21:09,2019-03-04 20:36:40,1,4.69,16.0,0.0,0.0,19.8,cash,Midtown East,Central Harlem North,Manhattan,Manhattan
2019-03-02 11:28:26,2019-03-02 11:40:11,2,2.2,10.0,2.66,0.0,15.96,credit card,Lincoln Square West,Midtown East,Manhattan,Manhattan
2019-03-21 01:03:04,2019-03-21 01:16:47,6,4.22,15.0,3.76,0.0,22.56,credit card,Union Sq,Fort Greene,Manhattan,Brooklyn
2019-03-20 15:16:50,2019-03-20 15:21:27,2,0.72,5.0,0.0,0.0,5.8,cash,LaGuardia Airport,Jackson Heights,Queens,Queens
2019-03-14 16:01:39,2019-03-14 16:08:30,4,0.85,6.5,0.0,0.0,10.8,cash,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-28 09:20:45,2019-03-28 09:24:15,2,0.58,4.5,1.56,0.0,9.36,credit card,Midtown North,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-19 17:01:07,2019-03-19 17:07:28,2,1.79,7.5,0.0,0.0,11.8,cash,Yorkville East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-08 20:20:16,2019-03-08 20:23:14,1,0.3,4.0,1.55,0.0,9.35,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan
2019-03-26 15:34:46,2019-03-26 15:59:03,1,3.58,17.0,0.0,0.0,20.3,cash,Midtown South,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-17 17:20:11,2019-03-17 17:48:50,1,5.98,22.5,3.3,0.0,29.1,credit card,Gramercy,Central Harlem,Manhattan,Manhattan
2019-03-12 17:57:44,2019-03-12 18:10:22,2,0.88,9.0,2.66,0.0,15.96,credit card,Lenox Hill West,Upper East Side South,Manhattan,Manhattan
2019-03-03 13:10:29,2019-03-03 13:14:11,5,0.62,4.5,1.0,0.0,8.8,credit card,Yorkville East,Yorkville West,Manhattan,Manhattan
2019-03-15 00:34:09,2019-03-15 01:01:53,1,5.7,22.0,2.5,0.0,28.3,credit card,West Chelsea/Hudson Yards,Long Island City/Hunters Point,Manhattan,Queens
2019-03-08 02:47:55,2019-03-08 02:49:21,1,0.51,3.5,1.0,0.0,8.3,credit card,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-21 07:16:07,2019-03-21 07:28:09,2,2.8,11.0,1.0,0.0,15.3,credit card,Kips Bay,Yorkville East,Manhattan,Manhattan
2019-03-05 15:20:33,2019-03-05 16:02:24,1,9.93,33.5,5.0,5.76,47.56,credit card,LaGuardia Airport,Upper East Side South,Queens,Manhattan
2019-03-15 13:58:30,2019-03-15 14:01:21,6,0.44,-4.0,0.0,0.0,-7.3,,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
2019-03-23 03:27:50,2019-03-23 03:49:37,1,8.23,26.0,0.0,0.0,29.8,cash,Times Sq/Theatre District,LaGuardia Airport,Manhattan,Queens
2019-03-20 12:31:10,2019-03-20 12:44:12,1,1.5,10.0,0.0,0.0,13.3,cash,Upper West Side South,Midtown North,Manhattan,Manhattan
2019-03-06 00:58:12,2019-03-06 01:08:32,1,2.29,10.0,2.76,0.0,16.56,credit card,Midtown Center,Lincoln Square East,Manhattan,Manhattan
2019-03-05 22:58:40,2019-03-05 23:04:09,1,1.23,6.0,1.08,0.0,10.88,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019-03-16 19:23:02,2019-03-16 19:23:02,1,0.0,6.0,0.0,0.0,9.3,cash,TriBeCa/Civic Center,,Manhattan,
2019-03-23 15:37:17,2019-03-23 15:45:23,2,0.86,6.5,1.47,0.0,11.27,credit card,Greenwich Village North,West Village,Manhattan,Manhattan
2019-03-23 16:06:02,2019-03-23 16:13:28,1,1.32,7.0,2.06,0.0,12.36,credit card,Upper West Side South,Lincoln Square West,Manhattan,Manhattan
2019-03-26 18:33:57,2019-03-26 18:56:34,1,2.2,15.0,4.8,0.0,24.1,credit card,Midtown East,Union Sq,Manhattan,Manhattan
2019-03-09 11:55:38,2019-03-09 12:12:54,2,2.9,14.0,0.0,0.0,17.3,cash,Lenox Hill East,Midtown South,Manhattan,Manhattan
2019-03-09 00:18:04,2019-03-09 00:22:40,1,0.73,5.0,1.58,0.0,10.38,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-11 08:59:49,2019-03-11 09:02:08,1,0.35,3.5,0.64,0.0,4.94,credit card,Flushing Meadows-Corona Park,Flushing Meadows-Corona Park,Queens,Queens
2019-03-05 15:24:25,2019-03-05 15:42:44,1,3.69,15.0,0.0,0.0,18.3,cash,World Trade Center,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-15 23:01:04,2019-03-15 23:06:27,1,0.7,5.5,2.3,0.0,11.6,credit card,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
2019-03-02 01:34:10,2019-03-02 01:40:20,1,1.07,6.0,1.96,0.0,11.76,credit card,East Village,Gramercy,Manhattan,Manhattan
2019-03-22 19:29:47,2019-03-22 19:49:59,4,1.5,13.0,0.0,0.0,17.3,cash,Midtown South,Clinton East,Manhattan,Manhattan
2019-03-27 05:50:59,2019-03-27 05:55:21,1,0.85,5.0,1.76,0.0,10.56,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-12 21:36:04,2019-03-12 21:49:03,2,1.9,10.0,1.5,0.0,15.3,credit card,Midtown North,Murray Hill,Manhattan,Manhattan
2019-03-14 07:21:30,2019-03-14 07:33:58,3,1.49,9.5,0.0,0.0,10.3,cash,Central Harlem North,Morningside Heights,Manhattan,Manhattan
2019-03-09 10:31:01,2019-03-09 10:44:16,1,2.0,10.5,2.75,0.0,16.55,credit card,Financial District South,Hudson Sq,Manhattan,Manhattan
2019-03-02 23:47:51,2019-03-03 00:15:51,3,5.6,22.0,0.0,0.0,25.8,cash,East Village,Upper West Side North,Manhattan,Manhattan
2019-03-14 07:28:53,2019-03-14 07:59:35,1,16.2,62.5,0.0,18.5,81.3,cash,East Village,Newark Airport,Manhattan,EWR
2019-03-19 23:34:56,2019-03-19 23:45:34,1,1.2,8.5,2.45,0.0,14.75,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-05 13:40:33,2019-03-05 14:14:48,1,7.29,29.5,0.0,0.0,30.3,credit card,TriBeCa/Civic Center,Upper West Side North,Manhattan,Manhattan
2019-03-28 08:01:19,2019-03-28 08:20:17,1,1.9,13.0,2.0,0.0,18.3,credit card,Penn Station/Madison Sq West,Lincoln Square East,Manhattan,Manhattan
2019-03-26 07:15:48,2019-03-26 07:47:11,1,10.86,35.0,6.61,5.76,52.62,credit card,Upper West Side South,LaGuardia Airport,Manhattan,Queens
2019-03-28 11:55:35,2019-03-28 12:15:25,1,2.6,14.0,3.45,0.0,20.75,credit card,Kips Bay,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-04 09:00:48,2019-03-04 09:40:51,1,11.8,39.5,8.05,0.0,48.35,credit card,LaGuardia Airport,Flatbush/Ditmas Park,Queens,Brooklyn
2019-03-28 11:13:11,2019-03-28 11:34:49,2,2.95,15.5,1.8,0.0,20.6,credit card,Midtown East,Upper West Side North,Manhattan,Manhattan
2019-03-20 22:27:37,2019-03-20 22:36:10,1,1.2,7.5,1.5,0.0,12.8,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019-03-22 14:27:17,2019-03-22 15:25:29,1,18.7,52.0,12.2,5.76,73.26,credit card,JFK Airport,Greenwich Village South,Queens,Manhattan
2019-03-19 15:18:42,2019-03-19 15:24:00,2,0.83,5.5,1.76,0.0,10.56,credit card,Garment District,Murray Hill,Manhattan,Manhattan
2019-03-19 12:09:45,2019-03-19 12:19:00,1,0.5,7.0,2.05,0.0,12.35,credit card,Midtown East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-17 12:47:57,2019-03-17 13:03:26,1,6.67,20.5,0.0,5.76,27.06,cash,LaGuardia Airport,Central Harlem,Queens,Manhattan
2019-03-07 09:01:12,2019-03-07 09:12:34,1,1.15,8.5,2.36,0.0,14.16,credit card,Midtown South,Midtown North,Manhattan,Manhattan
2019-03-14 12:05:26,2019-03-14 12:19:55,6,1.33,10.0,2.66,0.0,15.96,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019-03-26 19:27:31,2019-03-26 19:44:24,1,1.09,11.0,0.0,0.0,15.3,cash,West Village,East Village,Manhattan,Manhattan
2019-03-22 17:26:00,2019-03-22 17:37:30,3,1.47,9.0,2.66,0.0,15.96,credit card,Murray Hill,East Village,Manhattan,Manhattan
2019-03-21 15:22:58,2019-03-21 15:34:16,1,1.44,8.5,2.36,0.0,14.16,credit card,,,,
2019-03-05 22:25:52,2019-03-05 22:58:50,0,6.4,26.0,5.95,0.0,35.75,credit card,Clinton East,Clinton Hill,Manhattan,Brooklyn
2019-03-16 06:25:49,2019-03-16 06:51:04,1,18.1,52.0,12.2,5.76,73.26,credit card,Lenox Hill East,JFK Airport,Manhattan,Queens
2019-03-26 14:54:48,2019-03-26 15:01:50,1,0.7,6.0,1.86,0.0,11.16,credit card,Midtown Center,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-17 05:39:52,2019-03-17 05:46:11,2,1.91,8.0,0.0,0.0,9.3,cash,Manhattanville,Manhattan Valley,Manhattan,Manhattan
2019-03-03 10:49:19,2019-03-03 10:55:51,1,1.1,6.5,2.0,0.0,11.8,credit card,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
2019-03-05 22:35:08,2019-03-05 22:43:08,1,2.35,9.0,2.56,0.0,15.36,credit card,Penn Station/Madison Sq West,Hudson Sq,Manhattan,Manhattan
2019-03-14 15:13:52,2019-03-14 15:55:51,2,10.75,38.0,7.5,5.76,54.56,credit card,Times Sq/Theatre District,LaGuardia Airport,Manhattan,Queens
2019-03-03 16:32:03,2019-03-03 16:53:29,1,2.97,14.5,0.0,0.0,17.8,cash,West Chelsea/Hudson Yards,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-13 21:57:36,2019-03-13 22:20:38,2,11.19,32.5,5.0,0.0,41.3,credit card,Times Sq/Theatre District,Spuyten Duyvil/Kingsbridge,Manhattan,Bronx
2019-03-08 07:54:08,2019-03-08 08:06:28,1,1.05,9.0,0.0,0.0,12.3,cash,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-20 15:22:09,2019-03-20 15:34:06,1,1.09,9.0,3.08,0.0,15.38,credit card,UN/Turtle Bay South,Midtown Center,Manhattan,Manhattan
2019-03-17 11:52:22,2019-03-17 12:25:18,1,9.68,34.0,3.73,0.0,41.03,credit card,LaGuardia Airport,Little Italy/NoLiTa,Queens,Manhattan
2019-03-14 23:32:47,2019-03-14 23:42:40,1,2.49,10.0,3.45,0.0,17.25,credit card,Meatpacking/West Village West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-25 13:04:17,2019-03-25 13:09:54,1,0.6,5.5,1.76,0.0,10.56,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan
2019-03-04 08:31:06,2019-03-04 08:52:21,1,3.2,15.5,2.0,0.0,20.8,credit card,Yorkville East,Clinton East,Manhattan,Manhattan
2019-03-02 11:38:09,2019-03-02 11:44:17,1,1.44,7.0,2.06,0.0,12.36,credit card,Lincoln Square West,Upper West Side North,Manhattan,Manhattan
2019-03-10 01:52:13,2019-03-10 01:54:41,1,0.62,4.0,1.56,0.0,9.36,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-27 23:41:23,2019-03-27 23:48:58,1,1.0,7.0,2.15,0.0,12.95,credit card,West Village,West Village,Manhattan,Manhattan
2019-03-12 09:27:01,2019-03-12 09:30:07,1,0.55,4.0,0.0,0.0,4.8,cash,Manhattan Valley,Manhattan Valley,Manhattan,Manhattan
2019-03-02 11:27:22,2019-03-02 11:43:41,6,3.28,13.5,4.2,0.0,21.0,credit card,TriBeCa/Civic Center,Clinton East,Manhattan,Manhattan
2019-03-15 13:20:17,2019-03-15 13:34:34,1,1.0,10.0,2.65,0.0,15.95,credit card,Midtown North,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-05 15:07:38,2019-03-05 15:11:57,1,1.03,5.5,1.76,0.0,10.56,credit card,Yorkville East,East Harlem South,Manhattan,Manhattan
2019-03-31 00:41:28,2019-03-31 00:52:50,0,1.7,9.0,0.0,0.0,12.8,credit card,West Village,Murray Hill,Manhattan,Manhattan
2019-03-25 11:11:11,2019-03-25 11:40:33,1,8.7,29.5,4.92,0.0,37.72,credit card,Midtown East,Washington Heights South,Manhattan,Manhattan
2019-03-11 07:39:55,2019-03-11 07:47:10,1,1.4,7.0,3.09,0.0,13.39,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan
2019-03-20 20:29:39,2019-03-20 20:32:59,1,0.7,4.5,1.65,0.0,9.95,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-10 00:28:18,2019-03-10 00:34:55,2,1.2,6.5,2.06,0.0,12.36,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-21 21:18:41,2019-03-21 21:30:05,0,2.5,11.0,1.0,0.0,15.8,credit card,Lincoln Square East,Manhattan Valley,Manhattan,Manhattan
2019-03-19 14:44:15,2019-03-19 14:52:56,1,1.3,7.0,0.0,0.0,10.3,cash,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
2019-03-14 21:38:29,2019-03-14 21:49:37,2,1.87,9.5,2.66,0.0,15.96,credit card,Lincoln Square West,Upper East Side South,Manhattan,Manhattan
2019-03-13 08:06:05,2019-03-13 08:20:15,2,3.36,12.5,4.74,0.0,20.54,credit card,Central Park,Union Sq,Manhattan,Manhattan
2019-03-16 23:01:25,2019-03-16 23:13:49,2,1.5,9.5,2.0,0.0,15.3,credit card,East Village,Kips Bay,Manhattan,Manhattan
